;ecocyc_id;synonyms;products;n_prods;ko_obs;url;uniprot;class
b1912;EG10706;pgsA;PHOSPHAGLYPSYN-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10706;P0ABF8;
b3240;G7685;aaeB yhcP;G7685-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7685;P46481;
b2887;G7506;ygfT;G7506-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7506;Q46820;
b3113;G7626;tdcF yhaR;G7626-MONOMER;1;OBS0-48 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7626;P0AGL2;
b0679;EG10635;nagE pstN ptsN;NAGE-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10635;P09323;membrane
b3410;EG12933;feoC yhgG;EG12933-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12933;P64638;
b4341;G7937;yjiS;G7937-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7937;P39390;
b0050;EG10047;apaG;EG10047-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10047;P62672;
b1819;EG10569;manZ gptB mpt ptsM ptsX;MANZ-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10569;P69805;
b2683;G7406;ygaH;G7406-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7406;P43667;
b3038;EG11165;ygiC;EG11165-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11165;P0ADT5;
b3484;EG11525;yhhI;EG11525-MONOMER;1;OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11525;P28912;
b3078;EG12720;ygjI;YGJI-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12720;P42590;
b1834;G7007;yebT;G7007-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7007;P76272;
b1056;EG11820;yceI;EG11820-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11820;P0A8X2;
b0071;EG11575;leuD;LEUD-MONOMER;1;OBS0-49 OBS0-31 OBS0-50 OBS0-32 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11575;P30126;
b0698;EG10513;kdpA kac;EG10513-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10513;P03959;
b3705;EG11197;yidC;YIDC;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11197;P25714;
b2190;EG12051;yejO;EG12051-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12051;P33924;
b4054;EG11040;tyrB;TYRB-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11040;P04693;
b4242;EG12525;mgtA atmA corB mgt mtg;MGTA-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12525;P0ABB8;
b0952;G6492;pqiC ymbA;G6492-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6492;P0AB10;
b3584;EG12288;yiaT;EG12288-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12288;P37681;
b0795;G6412;ybhG;G6412-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6412;P75777;
b0124;EG10369;gcd;GLUCDEHYDROG-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10369;P15877;membrane
b3458;EG10540;livK hrbD hrbC hrbB;LIVK-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10540;P04816;
b1003;EG12703;yccJ;EG12703-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12703;P0AB14;
b0072;EG11576;leuC;LEUC-MONOMER;1;OBS0-49 OBS0-31 OBS0-50 OBS0-32 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11576;P0A6A6;
b0575;EG12367;cusA ybdE;YBDE-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12367;P38054;
b3241;G7686;aaeA yhcQ;G7686-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7686;P46482;
b4590;G0-10586;ybfK;MONOMER0-2815;1;OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G0-10586;P46121;
b0074;EG11226;leuA;2-ISOPROPYLMALATESYN-MONOMER;1;OBS0-49 OBS0-31 OBS0-50 OBS0-32 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11226;P09151;
b3006;EG10271;exbB;EG10271-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10271;P0ABU7;
b0328;G6193;yahN;G6193-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6193;P75693;
b1057;G6554;yceJ;G6554-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6554;P75925;
b0073;EG11577;leuB;3-ISOPROPYLMALDEHYDROG-MONOMER;1;OBS0-49 OBS0-31 OBS0-50 OBS0-32 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11577;P30125;
b0429;EG10181;cyoD;CYOD-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10181;P0ABJ6;
b3191;G7658;mlaB yrbB;G7658-MONOMER;1;OBS0-48 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7658;P64602;
b1113;G6571;ldtC ycfS;G6571-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6571;P75954;
b0075;EG11280;leuL leuLP leulL leulLP leuIP;EG11280-MONOMER;1;OBS0-49 OBS0-31 OBS0-50 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11280;P0AD79;
b4460;EG10059;araH b1898 (obsolete) b1899 (obsolete);ARAH-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10059;P0AE26;
b2109;EG11988;yehB;EG11988-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11988;P33341;
b1154;EG12877;ycfK stfP;EG12877-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12877;P45581;
b0077;EG10500;ilvI;ACETOLACTSYNIII-ICHAIN-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10500;P00893;
b3409;EG12102;feoB;FEOB-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12102;P33650;
b2346;G7216;mlaA vacJ;G7216-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7216;P76506;
b1919;G7038;dcyD yedO;DCYSDESULF-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7038;P76316;
b1369;G6692;lomR_1;G6692-MONOMER;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G6692;P77184;
b2179;EG12040;yejE;YEJE-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12040;P33915;
b1051;EG11338;msyB;EG11338-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11338;P25738;
b4683;G0-10650;yqeL;MONOMER0-2877;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G0-10650;C1P613;
b0234;G6118;yafP;G6118-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6118;Q47158;
b4067;EG11942;actP yjcG;YJCG-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11942;P32705;
b3771;EG10496;ilvD;DIHYDROXYACIDDEHYDRAT-MONOMER;1;OBS0-49 OBS0-31 OBS0-50 OBS0-32 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10496;P05791;
b1035;G6541;ycdY;G6541-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6541;P75915;
b2449;G7279;yffR;G7279-MONOMER;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G7279;P76549;
b3874;EG11840;yihN;YIHN-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11840;P32135;
b3766;EG11270;ilvL;EG11270-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11270;P62522;
b0965;G6499;yccU;G6499-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6499;P75874;
b1228;G6631;ychS;G6631-MONOMER;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G6631;P76023;
b3679;EG11706;yidK;YIDK-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11706;P31448;
b3772;EG10493;ilvA ile;THREDEHYDSYN-MONOMER;1;OBS0-49 OBS0-31 OBS0-50 OBS0-32 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10493;P04968;
b0955;G6493;ycbZ;G6493-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6493;P75867;
b2446;G7276;yffO;G7276-MONOMER;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G7276;P76546;
b3836;G7806;tatA yigT mttA1;TATA;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7806;P69428;
b3460;EG10539;livJ hrbD hrbC hrbB;LIVJ-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10539;P0AD96;
b0943;G6485;ycbV;G6485-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6485;P75860;
b1432;G6743;insQ ydcM;G6743-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6743;P76102;
b0856;EG11631;potH;POTH-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11631;P31135;
b3769;EG10501;ilvM;SMALLILVM-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10501;P0ADG1;
b0942;G6484;ycbU;G6484-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6484;P75859;
b4588;G0-10584;ylcH;MONOMER0-2813;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G0-10584;Q47268;
b2888;G7507;uacT ygfU;YGFU-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7507;Q46821;
b3770;EG10497;ilvE;BRANCHED-CHAINAMINOTRANSFER-MONOMER;1;OBS0-49 OBS0-50 OBS0-32 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10497;P0AB80;
b0927;G6475;gloC ycbL;G6475-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6475;P75849;
b1598;G6856;ydgD;G6856-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6856;P76176;
b3747;EG11541;kup trkD;KUP-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11541;P63183;
b3672;EG11275;ivbL;EG11275-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11275;P03061;
b0944;EG12397;ycbF;EG12397-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12397;P40876;
b1370;G6693;insH-5 yi52_5 trs5-5;G6693-MONOMER;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G6693;P76071;
b2484;G7301;hyfD;MONOMER0-141;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7301;P77416;
b3671;EG10494;ilvB;LARGEILVB-MONOMER;1;OBS0-49 OBS0-31 OBS0-40 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10494;P08142;
b0925;EG11253;ldtD ycbB;EG11253-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11253;P22525;
b3670;EG10502;ilvN;SMALLILVN-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10502;P0ADF8;
b0915;EG11409;lpxK ycaH;TETRAACYLDISACC4KIN-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG11409;P27300;membrane
b2690;G7408;yqaB;G7408-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7408;P77475;
b0078;EG10499;ilvH brnP;ACETOLACTSYNIII-HCHAIN-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10499;P00894;
b2450;G7280;yffS;G7280-MONOMER;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G7280;P76550;
b2074;G7113;mdtA yegM;MDTA;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7113;P76397;
b0872;G6456;hcr ybjV;G6456-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6456;P75824;
b1772;G6959;ydjH;G6959-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6959;P77493;
b3774;EG10495;ilvC;KETOLREDUCTOISOM-MONOMER;1;OBS0-49 OBS0-31 OBS0-50 OBS0-32 OBS0-37 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10495;P05793;
b3907;EG11313;rhaT;RHAT-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11313;P27125;
b3718;EG11728;yieK;EG11728-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11728;P31470;
b0844;G6442;ybjI;G6442-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6442;P75809;
b1548;EG11634;nohA nohQ;EG11634-MONOMER;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG11634;P31061;
b1657;G6893;ydhP;B1657-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6893;P77389;
b2245;G7158;yfaU;G7158-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7158;P76469;
b1974;G7062;yodB;G7062-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7062;P76345;
b2275;G7182;yfbP;G7182-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7182;P76486;
b3562;EG11186;yiaA;EG11186-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11186;P0ADJ8;
b0581;G6326;ybdK;G6326-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6326;P77213;
b2549;G7343;yphG;G7343-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7343;P76585;
b2444;G7274;yffM;G7274-MONOMER;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G7274;P76544;
b1514;G6801;lsrC ydeY;YDEY-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6801;P77672;
b1087;EG11438;yceF;EG11438-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11438;P0A729;
b0819;G6422;ldtB ybiS;G6422-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6422;P0AAX8;
b2844;G7464;yqeF;G7464-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7464;Q46939;
b1116;G6573;lolC ycfU;YCFU-MONOMER;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=G6573;P0ADC3;
b1524;G6810;glsB yneH;G6810-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6810;P0A6W0;
b0818;G6421;ybiR;G6421-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6421;P75788;
b1575;EG10227;dicB ftsT;EG10227-MONOMER;1;;http://ecocyc.org/gene?orgid=ECOLI&id=EG10227;P09557;
b0408;EG10938;secD;SECD;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10938;P0AG90;
b3034;EG12633;nudF trgB aspP yqiE;EG12633-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12633;Q93K97;
b2940;G7522;yqgC;G7522-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7522;P64570;
b3159;G7653;yhbV;G7653-MONOMER;1;OBS0-48 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7653;P45475;
b0878;G6461;macA ybjY;MACA;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6461;P75830;
b0897;EG11241;ycaC;EG11241-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11241;P21367;
b3830;G7804;ysgA;G7804-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G7804;P56262;
b2363;G7232;yfdT;G7232-MONOMER;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G7232;P76516;
b3300;EG10766;secY prlA;SECY;1;OBS0-48;http://ecocyc.org/gene?orgid=ECOLI&id=EG10766;P0AGA2;
b1408;G6727;ynbA;G6727-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6727;P76090;
b0790;G6407;ybhP;G6407-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6407;P0AAW1;
b3802;EG10434;hemY;EG10434-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10434;P0ACB7;
b0612;G6338;citT ybdS;B0612-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6338;P0AE74;
b3614;EG12298;yibQ;EG12298-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12298;P37691;
b0717;G6386;ybgP;G6386-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6386;P75749;
b2644;G7379;yfjY;G7379-MONOMER;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G7379;P52140;
b3258;EG10685;panF;PANF-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10685;P16256;
b3351;G7717;kefG yheR;G7717-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7717;P0A756;
b4223;EG11213;yzfA yjfA ileR;EG11213-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG11213;P08339;
b3348;EG11664;slyX;EG11664-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11664;P0A8R4;
b0260;G6135;mmuP ykfD;B0260-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6135;Q47689;prophage genes and phage related functions
b1309;G6647;ycjM ggaP;G6647-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6647;P76041;
b3921;EG11875;yiiR;EG11875-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11875;P0AF34;
b0193;EG12138;yaeF yaeK;EG12138-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12138;P37056;
b3161;EG10617;mtr;MTR-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10617;P0AAD2;
b2210;EG12069;mqo yojH;EG12069-MONOMER;1;OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12069;P33940;
b0719;EG12359;ybgD;EG12359-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12359;P37909;
b0137;EG12326;yadL;EG12326-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG12326;P37017;
b2406;EG13159;xapB;XAPB-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG13159;P45562;
b2871;G7490;ygeX;G7490-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7490;P66899;
b1322;EG12870;ycjF;EG12870-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12870;P0A8R7;
b4594;G0-10590;ymgJ;MONOMER0-2819;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G0-10590;A5A612;
b4032;EG10556;malG;MALG-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG10556;P68183;
b1033;G6539;ghrA ycdW;G6539-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=G6539;P75913;
b0685;EG11775;ybfE;EG11775-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11775;P0AAU7;
b4684;G0-10656;yqfG;MONOMER0-2883;1;;http://ecocyc.org/gene?orgid=ECOLI&id=G0-10656;C1P614;
b0653;EG12662;gltK;GLTK-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12662;P0AER5;membrane
b1461;EG11761;pptA ydcE;EG11761-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG11761;P31992;
b4475;G7750;rtcA yhgJ yhgK b3420 (obsolete) b3419 (obsolete);G7750-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7750;P46849;
b2594;EG12098;rluD yfiI sfhB yfil;EG12098-MONOMER;1;OBS0-49 OBS0-37 OBS0-33;http://ecocyc.org/gene?orgid=ECOLI&id=EG12098;P33643;
b2723;EG10476;hycC hevC;HYCC-MONOMER;1;OBS0-49 OBS0-40 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=EG10476;P16429;
b2247;G7160;rhmD yfaW;G7160-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G7160;P77215;
b0661;G6364;miaB yleA;G6364-MONOMER;1;OBS0-49 OBS0-37 OBS0-33 OBS0-44;http://ecocyc.org/gene?orgid=ECOLI&id=G6364;P0AEI1;
b2530;G7325;iscS nuvC yzzO yfhO;G7325-MONOMER;1;OBS0-49 OBS0-31 OBS0-50 OBS0-32 OBS0-37;http://ecocyc.org/gene?orgid=ECOLI&id=G7325;P0A6B7;
